Bom yeoreum gaeul gyeoul geurigo bom,103,romance,8.0
Cinderella Man,144,romance,8.0
Kal Ho Naa Ho,186,romance,8.0
Inception,148,sci_fi,8.8
The Matrix,136,sci_fi,8.7
Star Wars: Episode V - The Empire Strikes Back,124,sci_fi,8.7
Interstellar,169,sci_fi,8.6
Star Wars,121,sci_fi,8.6
Avengers: Endgame,181,sci_fi,8.5
Avengers: Infinity War,149,sci_fi,8.5
The Prestige,130,sci_fi,8.5
Terminator 2: Judgment Day,137,sci_fi,8.5
Back to the Future,116,sci_fi,8.5
Spider-Man: Into the Spider-Verse,117,sci_fi,8.4
WALL·E,98,sci_fi,8.4
Aliens,137,sci_fi,8.4
Alien,117,sci_fi,8.4
Eternal Sunshine of the Spotless Mind,108,sci_fi,8.3
Star Wars: Episode VI - Return of the Jedi,131,sci_fi,8.3
A Clockwork Orange,136,sci_fi,8.3
2001: A Space Odyssey,149,sci_fi,8.3
Metropolis,153,sci_fi,8.3
V for Vendetta,132,sci_fi,8.2
Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo,87,sci_fi,8.2
Stalker,162,sci_fi,8.2
Logan,137,sci_fi,8.1
Mad Max: Fury Road,120,sci_fi,8.1
The Truman Show,103,sci_fi,8.1
Jurassic Park,127,sci_fi,8.1
Akira,124,sci_fi,8.1
Kaze no tani no Naushika,117,sci_fi,8.1
The Thing,109,sci_fi,8.1
Blade Runner,117,sci_fi,8.1
Solaris,167,sci_fi,8.1
The Martian,144,sci_fi,8.0
Guardians of the Galaxy,121,sci_fi,8.0
X-Men: Days of Future Past,132,sci_fi,8.0
Blade Runner 2049,164,sci_fi,8.0
Her,126,sci_fi,8.0
Deadpool,108,sci_fi,8.0
The Avengers,143,sci_fi,8.0
G.O.R.A.,127,sci_fi,8.0
Donnie Darko,113,sci_fi,8.0
The Iron Giant,86,sci_fi,8.0
Twelve Monkeys,129,sci_fi,8.0
Kôkaku Kidôtai,83,sci_fi,8.0
Tenkû no shiro Rapyuta,125,sci_fi,8.0
The Terminator,107,sci_fi,8.0
Planet of the Apes,112,sci_fi,8.0
Isle of Dogs,101,sci_fi,7.9
Thor: Ragnarok,130,sci_fi,7.9
Arrival,116,sci_fi,7.9
Star Wars: The Force Awakens,138,sci_fi,7.9
Dangal,161,sport,8.4
Ford v. Ferrari,152,sport,8.3
Bacheha-Ye aseman,89,sport,8.3
Bhaag Milkha Bhaag,186,sport,8.2
Paan Singh Tomar,135,sport,8.2
Warrior,140,sport,8.2
Chak De! India,153,sport,8.2
Raging Bull,129,sport,8.2
Rush,123,sport,8.1
Million Dollar Baby,132,sport,8.1
Lagaan: Once Upon a Time in India,224,sport,8.1
The Big Lebowski,117,sport,8.1
Rocky,120,sport,8.1
Cinderella Man,144,sport,8.0
The Hustler,134,sport,8.0
The Wrestler,109,sport,7.9
The Fighter,116,sport,7.8
The World's Fastest Indian,127,sport,7.8
Remember the Titans,113,sport,7.8
The Sandlot,101,sport,7.8
M.S. Dhoni: The Untold Stor,184,sport,7.7
Creed,133,sport,7.6
Kai po che!,120,sport,7.6
Moneyball,133,sport,7.6
The Blind Side,129,sport,7.6
Huo Yuan Jia,104,sport,7.6
The Hurricane,146,sport,7.6
Le grand bleu,168,sport,7.6
I,119,sport,7.5
Yip Man 2,108,sport,7.5
The Damned United,98,sport,7.5
42,128,sport,7.5
Hooligans,109,sport,7.5
Miracle,135,sport,7.5
Rudy,114,sport,7.5
Field of Dreams,107,sport,7.5
Hoosiers,114,sport,7.5
The Natural,138,sport,7.5
McFarland,129,sport,7.4
Southpaw,124,sport,7.4
Eddie the Eagle,106,sport,7.4
The Greatest Game Ever Played,120,sport,7.4
Invictus,134,sport,7.3
Peaceful Warrior,120,sport,7.3
Coach Carter,136,sport,7.3
Seabiscuit,140,sport,7.3
Siu Lam juk kau,113,sport,7.3
Jerry Maguire,139,sport,7.3
The Basketball Diaries,102,sport,7.3
Caddyshack,98,sport,7.3
The Dark Knight,152,thriller,9.0
Inception,148,thriller,8.8
Joker,122,thriller,8.7
Gisaengchung,132,thriller,8.6
Se7en,127,thriller,8.6
The Silence of the Lambs,118,thriller,8.6
Drishyam,160,thriller,8.5
The Prestige,130,thriller,8.5
The Departed,151,thriller,8.5
The Usual Suspects,106,thriller,8.5
Léon,110,thriller,8.5
Psycho,109,thriller,8.5
Andhadhun,139,thriller,8.4
The Dark Knight Rises,164,thriller,8.4
The Lives of Others,137,thriller,8.4
Oldeuboi,101,thriller,8.4
Memento,113,thriller,8.4
Aliens,137,thriller,8.4
Witness for the Prosecution,116,thriller,8.4
Rear Window,112,thriller,8.4
Eskiya,128,thriller,8.3
Reservoir Dogs,99,thriller,8.3
Das Boot,149,thriller,8.3
North by Northwest,136,thriller,8.3
Vertigo,128,thriller,8.3
Double Indemnity,107,thriller,8.3
M - Eine Stadt sucht einen Mörder,117,thriller,8.3
Pink,136,thriller,8.2
Talvar,132,thriller,8.2
Drishyam,163,thriller,8.2
Vishwaroopam,148,thriller,8.2
Gangs of Wasseypur,321,thriller,8.2
Paan Singh Tomar,135,thriller,8.2
El secreto de sus ojos,129,thriller,8.2
V for Vendetta,132,thriller,8.2
L.A. Confidential,138,thriller,8.2
Heat,170,thriller,8.2
Die Hard,132,thriller,8.2
Sholay,198,thriller,8.2
Chinatown,130,thriller,8.2
The Great Escape,172,thriller,8.2
Yôjinbô,110,thriller,8.2
Dial M for Murder,105,thriller,8.2
Knives Out,130,thriller,8.1
Contratiempo,106,thriller,8.1
Ah-ga-ssi,145,thriller,8.1
Haider,160,thriller,8.1
Logan,137,thriller,8.1
Room,118,thriller,8.1
Relatos salvajes,122,thriller,8.1
Dag II,135,war,9.0
Saving Private Ryan,169,war,8.6
La vita è bella,116,war,8.6
Ayla: The Daughter of War,125,war,8.5
The Pianist,150,war,8.5
Hotaru no haka,89,war,8.5
Casablanca,102,war,8.5
The Great Dictator,125,war,8.5
Uri: The Surgical Strike,138,war,8.4
Apocalypse Now,147,war,8.4
Paths of Glory,88,war,8.4
Incendies,131,war,8.3
Inglourious Basterds,153,war,8.3
Braveheart,178,war,8.3
Full Metal Jacket,116,war,8.3
Idi i smotri,142,war,8.3
Das Boot,149,war,8.3
Lawrence of Arabia,228,war,8.3
Mandariinid,87,war,8.2
Pan's Labyrinth,118,war,8.2
Der Untergang,156,war,8.2
The Message,177,war,8.2
The Great Escape,172,war,8.2
Judgment at Nuremberg,179,war,8.2
Hacksaw Ridge,139,war,8.1
Hotel Rwanda,121,war,8.1
Taegukgi hwinalrimyeo,140,war,8.1
Underground,170,war,8.1
Platoon,120,war,8.1
The Deer Hunter,183,war,8.1
Barry Lyndon,185,war,8.1
La battaglia di Algeri,121,war,8.1
Ivanovo detstvo,95,war,8.1
The Bridge on the River Kwai,161,war,8.1
Gone with the Wind,238,war,8.1
La Grande Illusion,113,war,8.1
The General,67,war,8.1
The Imitation Game,114,war,8.0
Nefes: Vatan Sagolsun,128,war,8.0
Persepolis,96,war,8.0
Au revoir les enfants,104,war,8.0
Kagemusha,180,war,8.0
Doctor Zhivago,197,war,8.0
Stalag 17,120,war,8.0
The Best Years of Our Lives,170,war,8.0
All Quiet on the Western Front,136,war,8.0
Dunkirk,106,war,7.9
Letters from Iwo Jima,141,war,7.9
No Man's Land,98,war,7.9
Patton,172,war,7.9
Il buono,161,western,8.8
Once Upon a Time in the West,165,western,8.5
Django Unchained,165,western,8.4
Per qualche dollaro in più,132,western,8.3
Unforgiven,130,western,8.2
The Treasure of the Sierra Madre,126,western,8.2
The Man Who Shot Liberty Valance,123,western,8.1
The General,67,western,8.1
The Revenant,156,western,8.0
Dances with Wolves,181,western,8.0
Butch Cassidy and the Sundance Kid,110,western,8.0
Per un pugno di dollari,99,western,8.0
Rio Bravo,141,western,8.0
The Outlaw Josey Wales,135,western,7.9
The Wild Bunch,135,western,7.9
The Searchers,119,western,7.9
High Noon,85,western,7.9
Stagecoach,96,western,7.9
The Hateful Eight,168,western,7.8
Tombstone,130,western,7.8
Midnight Cowboy,113,western,7.8
Red River,133,western,7.8
3:10 to Yuma,122,western,7.7
Blazing Saddles,93,western,7.7
Giù la testa,157,western,7.7
The Magnificent Seven,128,western,7.7
Hell or High Water,102,western,7.6
True Grit,110,western,7.6
Dead Man,121,western,7.6
Jeremiah Johnson,108,western,7.6
Little Big Man,139,western,7.6
Giant,201,western,7.6
Shane,118,western,7.6
The Assassination of Jesse James by the Coward Robert Ford,160,western,7.5
Legends of the Fall,133,western,7.5
Of Mice and Men,115,western,7.5
High Plains Drifter,105,western,7.5
Calvary,102,western,7.4
Yahsi Bati,112,western,7.4
The Proposition,104,western,7.4
The Three Burials of Melquiades Estrada,121,western,7.4
Open Range,139,western,7.4
Back to the Future Part III,118,western,7.4
True Grit,128,western,7.4
The Ballad of Buster Scruggs,133,western,7.3
Joheunnom nabbeunnom isanghannom,139,western,7.3
Pale Rider,115,western,7.3
Hostiles,134,western,7.2
Rango,107,western,7.2
Silverado,133,western,7.2
